,gid,Level,Current Status,Location,IntakeDate,Level Reason,Special Intake Information,HW,Sex,Animal ID,Microchip ID,Rabies Revaccination Date,Weight,Hold,Age,Short URL,Foster Start Reason,Leash Skills,Dog Interaction,Cat Interaction,Kid Interaction,Crate Trained,Potty Skills,Cuddle Meter,Energy/Activity Level,DOB,Color & Breed,More about me,Play Style,Playgroup Notes,"""Dog Test"" Notes",Behavior Notes,Foster/Home Notes,completed,parent gid,parent completed
290,1211892679597648,L2,Available,Dogs 306 A3,,L2 - A,,-,F,A0059662078,,,63,,02 year(s) 00 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1211747154743413,False
291,1211750903080834,L1,Available,Dogs 303 B4,,L1,,-,F,A0059434428,,,46,,02 year(s) 01 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1211484197615861,False
292,1211890535016998,L2,Available,Dogs 306 B1,,L2-OA,,+,M,A0059758821,,,58,,01 year(s) 00 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211890399204074,False
293,1211890399149903,L1,Available,Dogs 303 A2,,L1,,-,F,A0059750243,,,47,,00 year(s) 11 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1211890486286049,False
294,1211884603191603,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211462627877897,False
295,1211811935302277,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210408062517375,False
296,1211884342279982,L1,Court,Dog ISO 156 K1,,A480832 - L1,,+,M,A0053293515,,,83,,10 year(s) 11 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1208635856247196,False
297,1211888194790912,L1,Court,Dog ISO 155 A2,,L1,,-,M,A0056311122,,,65,,04 year(s) 04 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1207752894958005,False
298,1211682149139798,L1,Court,Dog ISO 153 A1,,L1,,-,F,A0058578550,,,21,,01 year(s) 02 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210407997728744,False
299,1211745950965879,L1,Court,Dog ISO 153 A3,,L1,,-,F,A0058578487,,,18,,01 year(s) 02 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210408098908541,False
300,1211687423313857,L1,Court,Dog ISO 153 B1,,L1,,-,F,A0058578397,,,17,,01 year(s) 02 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210408097098154,False
301,1211682047318279,L1,Court,Dog ISO 153 A1,,L1,,-,F,A0058578454,,,18,,01 year(s) 02 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210408063456193,False
302,1211687423935887,L1,Court,Dog ISO 153 B5,,L1,,-,F,A0058578208,,,24,,02 year(s) 05 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210408096428092,False
303,1211745782718823,L1,Court,Dog ISO 153 A7,,L1,,-,M,A0058578305,,,24,,03 year(s) 05 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210408058874220,False
304,1211682392422382,L1,Court,Dog ISO 153 B4,,L1,,-,F,A0058577947,,,19,,06 year(s) 05 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210408098442858,False
305,1211746108908331,L1,Court,Dog ISO 153 A4,,L1,,-,F,A0058577981,,,24,,02 year(s) 05 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210407997467930,False
306,1211750861937089,L2,Court,Dog ISO 153 A2,,L2 - OA,,-,M,A0058578010,,,29,,04 year(s) 05 month(s) 14 day(s),,,Pulls some but manageable,,,,,,,,,,,,,,,,False,1210407998007606,False
307,1211750896545075,L1,Court,Dog ISO 153 A5,,L1,,-,F,A0058577894,,,26,,01 year(s) 11 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210408097911466,False
308,1211892601992357,L1,Court,Dog ISO 153 B7,,L1,,-,M,A0058577807,,,22,,05 year(s) 05 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210408063230499,False
309,1211750869156397,L2,Court,Dog ISO 153 A7,,L2 - SF,,-,M,A0058578335,,,30,,04 year(s) 05 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210407997259085,False
310,1211889523900060,L1,Court,Dog ISO 155 B1,,L1-H,,-,M,A0056311153,,,52,,01 year(s) 10 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1207752896303737,False
311,1211701032552146,L1,Court,Dog ISO 153 B3,,L1,,-,F,A0058578124,,,28,,04 year(s) 05 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210408095843471,False
312,1211889587737856,L1,Court,Dog ISO 155 A4,,L1,,-,M,A0059114218,,,55,,01 year(s) 02 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1211061447793165,False
313,1211889647552587,L1,Court,Dog ISO 155 A3,,L1,,-,F,A0059114213,,,32,,01 year(s) 02 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1211061578735933,False
314,1211746050567299,L1,Court,Dog ISO 153 A6,,L1,,-,F,A0058578273,,,22,,02 year(s) 05 month(s) 14 day(s),,,Walks politely on leash,,,,,,Let's get to know each other before cuddling,1 - Low energy,,,,,,,,,False,1210407997640505,False
315,1211682495974569,L1,Court,Dog ISO 153 B6,,L1,,-,F,A0058577837,,,23,,03 year(s) 05 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1210408063756614,False
316,1211748016555783,L1,Court,Dog ISO 153 B2,,L1,,-,M,A0058578173,,,28,,02 year(s) 05 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210408095232031,False
317,1211816481449021,L2,Court,Dog ISO 155 B4,,L2-OA,,-,M,A0058902637,,,59,,01 year(s) 03 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1210796315985344,False
318,1211889349463737,L1,Court,Dog ISO 155 B2,,L1,,-,F,A0056311140,,,49,,05 year(s) 04 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1207752936374646,False
319,1211812060581617,L2,Court,Dog ISO 156 C3,,L2-SF,,-,F,A0059612627,,,12,,02 year(s) 00 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1211668767663144,False
320,1211884776394079,L3,Court,Dog Quarantine A5,,L3-BH/OA/H,,-,S,A0056298384,,,58,,03 year(s) 04 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1207748409539108,False
321,1211816538921619,L1,Court,Dog Quarantine A6,,L1,,-,F,A0057149974,,,47,,04 year(s) 00 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1208624816198315,False
322,1211816524329409,L2,Owner Request,Dog Quarantine A4,,L2-H/SF,,-,F,A0056890782,,,40,,05 year(s) 01 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1208327769975042,False
323,1211816511739466,L1,Court,Dog Quarantine A2,,L1,,-,F,A0056311130,,,63,,05 year(s) 04 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1207752935358036,False
324,1211888254563849,L2,Court,Dog Quarantine B6,,L2-OA,,-,M,A0058754218,,,36,,02 year(s) 04 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1210605981649959,False
325,1211816793563469,L1,Court,Dog Quarantine B8,,L1,,+,M,A0058256042,,,67,,04 year(s) 07 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1209906948116633,False
326,1211817308955006,L1,Court,Dog Quarantine A8,,L1,,-,M,A0059114222,,,55,,02 year(s) 02 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1211061538038676,False
327,1211816861467399,STAFF ONLY,Evaluate,Dog Quarantine B7,,STAFF ONLY,,-,F,A0058846611,,,45,,03 year(s) 04 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1210721775212024,False
328,1211816929055835,L2,Court,Dog Quarantine B3,,L2-A,,-,F,A0059114202,,,47,,03 year(s) 02 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1211061538341393,False
329,1211816955207658,L1,Court,Dog Quarantine B4,,L1,,-,M,A0059426640,,,60,,03 year(s) 01 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1211462712898441,False
330,1211816595781832,L1,Court,Dog Quarantine A7,,L1,,-,F,A0059426630,,,51,,02 year(s) 01 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1211462712091706,False
331,1211808905811155,L3,Court,Dog Quarantine B1,,L3-BH/SF/A,,-,M,A0059612625,,,63,,02 year(s) 00 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1211668895597100,False
332,1211812316357618,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211473858260248,False
333,1211750143037628,L1,Court,Salon C3,,L1,,-,S,A0058577922,,,21,,02 year(s) 05 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210408199901085,False
334,1211808751320153,L1,Available,Puppy 47 1,,L1,,+,S,A0055895518,,,49,,03 year(s) 01 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211572390949621,False
335,1211808723462778,L1,Available,Puppy 47 1,,L1,,+,N,A0053630045,,,50,,03 year(s) 07 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211572701983156,False
336,1211790509493359,L1,Pending Medical Assessment/Treatment,Clinic Clinic,,L1,,-,M,A0059594771,,,6,,13 year(s) 00 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1211633878998930,False
337,1211854900291424,L1,Available,Dog Visiting 060 C5,,L1,,-,S,A0059691242,,,31,,01 year(s) 00 month(s) 12 day(s),,,,,,,,,,,,,,,,,,,False,1211779621468157,False
338,1211809799375972,L2,Available,Puppy 47 2,,L2-BR,,-,F,A0059687088,,,85,,01 year(s) 00 month(s) 12 day(s),,,,,,,,,,,,,,,,,,,False,1211779538364054,False
339,1211809718680562,L2,Available,Puppy 47 2,,L2-BR,,-,F,A0059687088,,,85,,01 year(s) 00 month(s) 12 day(s),,,,,,,,,,,,,,,,,,,False,1211779538364054,False
340,1211790433683118,L1,Available,Small Animals C2,,L1,,-,N,A0059698740,,,16,,00 year(s) 06 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1211790429170243,False
341,1211790432716018,L3,Available,Small Animals C1,,L3-SF,,-,F,A0059697098,,,37,,01 year(s) 06 month(s) 09 day(s),,,,,,,,,,,,,,,,,,,False,1211790430476519,False
342,1211790431648980,L2,Rescue,Mutternity 1,,L2-SF,,-,F,A0059693638,,,30,,03 year(s) 00 month(s) 12 day(s),,,,,,,,,,,,,,,,,,,False,1211790431018972,False
343,1211892698952168,L1,Available,Puppy 48 3,,L1,,-,F,A0059710876,,,61,,03 year(s) 00 month(s) 09 day(s),,,,,,,,,,,,,,,,,,,False,1211810270004564,False
344,1211810269187959,L1,Available,Puppy 48 1,,L1,,+,S,A0059708099,,,29,,04 year(s) 00 month(s) 10 day(s),,,,,,,,,,,,,,,,,,,False,1211810323708036,False
345,1211810269129324,L1,Available,Puppy 48 1,,L1,,+,N,A0059708097,,,47,,06 year(s) 00 month(s) 10 day(s),,,,,,,,,,,,,,,,,,,False,1211810323707009,False
346,1211892842026148,L1,Available,Puppy 48 2,,L1-A         A881667,,-,N,A0053619168,,,71,,05 year(s) 01 month(s) 24 day(s),,,,,,,,,,,,,,,,,,,False,1211518006609358,False
347,1211851818510537,L1,Available,Small Animals 6,,L1,,-,M,A0059718057,,,16,,05 year(s) 00 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1211814552680444,False
348,1211843802810067,L1,Available,Small Animals 2,,L1,,-,F,A0059705598,,,11,,08 year(s) 00 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1211801414260859,False
349,1211814651021690,L2,Available,Dog Visiting 060 C3,,L2-OA/SD,,-,S,A0059610084,,,25,,04 year(s) 00 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1211656153873220,False
350,1211795898587067,STAFF ONLY,Bite Quarantine,Salon C2,,STAFF ONLY,,-,F,A0059684526,,,19,,00 year(s) 06 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1211764915542725,False
351,1211851484170235,L1,Available,Puppy 47 3,,L1,,+,M,A0059455100,,,45,,03 year(s) 07 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1211518050714175,False
352,1211830376360153,L2,Priority,Clinic Clinic,,L2-OA,,-,S,A0059571800,,,40,,04 year(s) 01 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1211615645315099,False
353,1211892897002947,L1,Available,Dog Visiting 060 C1,,L1,,-,F,A0059722455,,,20,,00 year(s) 06 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1211832326999403,False
354,1211857449560903,L1,Adopted,Clinic Clinic,,L1,,-,N,A0059624211,,,18,,08 year(s) 00 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1211687929148766,False
355,1211844925838436,STAFF ONLY,Microchip,Dog Intake 128.02,,STAFF ONLY,,-,N,A0059731260,,,8,,01 year(s) 00 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1211844627713036,False
356,1211892732547100,L1,Stray Wait,Dog Visiting 060 C4,,L1,,-,F,A0059741655,,,23,,00 year(s) 06 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1211857311959373,False
357,1211857443100168,L1,Identifying Info,Small Animals 4,,L1,,-,M,A0059731610,,,7,,00 year(s) 07 month(s) 05 day(s),,,,,,,,,,,,,,,,,,,False,1211857315339972,False
358,1211857443106011,L2,Identifying Info,Salon C1,,L2-SF/BR,,-,F,A0059731576,,,7,,02 year(s) 00 month(s) 05 day(s),,,,,,,,,,,,,,,,,,,False,1211857383767271,False
359,1211886368204212,STAFF ONLY,Pending Behavior Assessment,Receiving 130 7,,STAFF ONLY,,-,M,A0059006004,,,50,,04 year(s) 02 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1210923618654245,False
360,1211871885501133,L2,Available,Receiving 130 19,,L2-SF/A,,-,F,A0059743953,,,39,,01 year(s) 00 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211871618431513,False
361,1211871753413970,L2,Stray Wait,Small Animals 7,,L2-SF,,-,F,A0059742484,,,17,,02 year(s) 00 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211871750944896,False
362,1211871885473434,L1,Stray Wait,Small Animals 5,,L1,,-,M,A0059742879,,,6,,03 year(s) 00 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211871754710412,False
363,1211871883770216,L1,Stray Wait,Dog Pre/Post Op 135 4,,L1,,-,F,A0059742523,,,18,,03 year(s) 00 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211871882814493,False
364,1211814500502663,STAFF ONLY,Pending Medical Assessment/Treatment,Clinic Clinic,,STAFF ONLY,,-,N,A0059716611,,,18,,13 year(s) 00 month(s) 09 day(s),,,,,,,,,,,,,,,,,,,False,1211814553358430,False
365,1211890488276109,L1,Rescue,Receiving 130 8,,L1,,-,N,A0056481603,,,14,,07 year(s) 02 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1208062834204404,False
366,1211890532508808,L2,Available,Receiving 130 3,,L2 - A,,-,N,A0059090426,,,111,,01 year(s) 08 month(s) 27 day(s),,,,,,,,,,,,,,,,,,,False,1211041348858748,False
367,1211886262373978,L1,Stray Wait,Receiving 129 Crate,,L1,,+,N,A0059752599,,,45,,00 year(s) 10 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1211886367048283,False
368,1211871756458897,L1,Court,Dog Pre/Post Op 135 5,,L1,,-,M,A0059745481,,,9,,01 year(s) 06 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1211871886466951,False
369,1211886619881808,STAFF ONLY,Pending Behavior Assessment,Receiving 130 Crate,I'm ZZZ ,STAFF ONLY,,-,S,A0053824318,,,44,,05 year(s) 03 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1211484259100219,False
370,1211892210554752,L1,Available,Puppy 47 1,,L1,,-,S,A0059453846,,,40,,01 year(s) 01 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1211504529645017,False
371,1211894757981874,L1,Available,Small Animals C2,,L1,,-,N,A0059698740,,,16,,00 year(s) 06 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1211790429170243,False
372,1211903670064384,L1,Available,Receiving 130 12,,L1,,-,S,A0059378304,,,23,,00 year(s) 11 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1211403558249655,False
373,1211894849826624,L1,Available,Receiving 130 Crate,,L1,,-,N,A0058589758,,,40,,01 year(s) 05 month(s) 12 day(s),,,,,,,,,,,,,,,,,,,False,1210408201337885,False
374,1211894759793248,L1,Microchip,Receiving 129 K7,,L1,,-,N,A0058998237,,,79,,04 year(s) 03 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1210912340223458,False
375,1211894847415705,STAFF ONLY,Rescue,Receiving 130 Crate,,STAFF ONLY,,-,N,A0059563155,,,23,,02 year(s) 01 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1211594883763975,False
376,1211890534964606,L2,Stray Wait,Receiving 130 20,,L2-SF,,-,M,A0059757833,,,62,,01 year(s) 05 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1211890400201803,False
377,1211890399800726,L2,Stray Wait,Receiving 130 8,,L2-SF,,-,M,A0059757272,,,10,,03 year(s) 00 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211890486075642,False
378,1211890534966570,L2,Cites,Receiving 129 K1,,L2-SF,,+,F,A0059758023,,,50,,05 year(s) 00 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211890488039629,False
379,1211890399805101,L1,Stray Wait,Receiving 130 9,,L1,,-,F,A0059757661,,,15,,00 year(s) 10 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211890487675669,False
380,1211890487892842,L1,Available,Dog Pre/Post Op 135 6,,L1,,+,N,A0059756919,,,61,,06 year(s) 00 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211890533680387,False
381,1211890533620056,L1,Available,Dog Pre/Post Op 135 4,,L1,,-,N,A0053613227,,,7,,10 year(s) 02 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1211890485958675,False
382,1211890487235227,L1,Available,Dog Pre/Post Op 135 8,,L1,,-,M,A0056234321,,,52,,05 year(s) 00 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211890399124575,False
383,1211890533615934,L1,Stray Wait,Receiving 130 13,,L1,,-,S,A0059756478,,,6,,08 year(s) 00 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1211890486464612,False
384,1211890514642913,L1,Rescue,Receiving 130 13,,L1,,-,N,A0059432853,,,14,,00 year(s) 11 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1211473859166961,False
385,1211890428568209,L2,Priority,Dog Pre/Post Op 135 7,,L2 - SF,,-,N,A0059552374,,,55,,01 year(s) 01 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1211583766882508,False
386,1211890512067398,L1,Available,Receiving 130 11,,L1,,-,S,A0059580601,,,47,,01 year(s) 01 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1211615768783186,False
387,1211814499972582,STAFF ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211814497873497,False
388,1211747155178990,STAFF ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211747154496710,False
389,1211857315806879,STAFF ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211857385288822,False
390,1211725726866138,STAFF ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211725723882224,False
391,1211810406008303,STAFF ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211810405987525,False
392,1211779402690134,STAFF ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211779402407069,False
393,1211843846323555,STAFF ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211691287770939,False
394,1211748962115110,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211749444361858,False
395,1211689763568232,STAFF ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211368281602990,False
396,1211087560076967,STAFF ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211087559993604,False
397,1211179456831007,STAFF ONLY,Court,Dogs 203 8,,STAFF ONLY2025001753,,-,F,A0059259378,,,77,,05 year(s) 08 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1211179381346928,False
398,1211179456360085,STAFF ONLY,Court,Dogs 203 6,,STAFF ONLY2025001753,,-,M,A0057829055,,,105,,05 year(s) 08 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1211179516132435,False
399,1211179383345988,STAFF ONLY,Court,Dogs 203 3,,STAFF ONLY2025001753,,-,M,A0059259369,,,77,,05 year(s) 08 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1211179521057219,False
400,1211888953984134,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210408063939142,False
401,1211889447992704,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210407998002020,False
402,1211889322378930,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210408095553179,False
403,1209784033571541,STAFF ONLY,Court,Dogs 202 6,,STAFF ONLY,,-,M,A0056039115,,,0,,03 year(s) 11 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1207461737201281,False
404,1208839364119331,STAFF ONLY,Court,Q 17,,,,-,M,A0053634174,,,0,,3y 3m 1d,,,,,,,,,,,,,,,,,,,False,1204121320200161,False
405,1211814377108893,L2,Court,Dogs 201 5,,L2 - RG,,-,N,A0056262476,,,50,,02 year(s) 09 month(s) 09 day(s),,,,,,,,,,,,,,,,,,,False,1207691009973345,False
406,1211202591959342,L2,Court,Dogs 203 9,,L2 - SD/OA,,-,F,A0056311125,,,57,,04 year(s) 04 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1207752935343317,False
407,1211812086923714,STAFF ONLY,Court,Dogs 201 3,,STAFF ONLY,,-,M,A0056311133,,,33,,02 year(s) 00 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1207752936367562,False
408,1210493917397308,STAFF ONLY,Court,Dogs 203 4,,STAFF ONLY,,-,M,A0056311146,,,50,,02 year(s) 10 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1207752982550260,False
409,1211555201451735,STAFF ONLY,Evaluate,Dogs 204 2,,STAFF ONLY,,-,M,A0058846624,,,47,,02 year(s) 04 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1210721860124741,False
410,1211852053263659,STAFF ONLY,Pending Behavior Assessment,Dogs 202 5,,STAFF ONLY,,-,M,A0059470366,,,64,,05 year(s) 01 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1211529091830151,False
411,1211832571185151,STAFF ONLY,Bite Quarantine - Not Visible,Dogs 201 6,,STAFF ONLY,,-,M,A0059419456,,,60,,02 year(s) 01 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1211462627893243,False
412,1211818487458791,STAFF ONLY,Caution-Not Visable,Dogs 201 2,,STAFF ONLY,,-,M,A0059719458,,,100,,06 year(s) 00 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1211818622890996,False
413,1211612559165183,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211339145749552,False
414,1211462776551008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211462654110288,False
415,1211462654460153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211462712197273,False
416,1211578572285546,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211310891372132,False
417,1211764094628564,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211368461802413,False
418,1211351204146325,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211030268442931,False
419,1211187748395223,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210769773296965,False
420,1211895046969320,L3,Available,Foster Foster Home,,L3 - SF,,-,N,A0059098443,,,49,,04 year(s) 02 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1211041339852186,False
421,1211133236933855,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210912354796990,False
422,1211117151235582,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210923748522033,False
423,1211015222525501,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210373424969540,False
424,1211894914742788,L2,Available,Foster Foster Home,,L2-BH,,+,N,A0058666623,,,56,,05 year(s) 05 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1210495458650043,False
425,1211894822786220,L2,Available,Foster Foster Home,,L2 - SF,,-,N,A0058607230,,,63,,02 year(s) 05 month(s) 10 day(s),,,,,,,,,,,,,,,,,,,False,1210428705511466,False
426,1210491673565543,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1210268786669352,False
427,1211895042801703,L1,Available,Foster Foster Home,,L1,,-,N,A0058504121,,,58,,00 year(s) 08 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1210268789053810,False
428,1210609013613025,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1209356552805568,False
429,1211894959109235,L1,Available,Foster Foster Home,,L1,,-,N,A0058658572,,,34,,00 year(s) 10 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1210490160134666,False
430,1210373350916555,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1209735127221236,False
431,1211895049081838,L2,Available,Foster Foster Home,,L2-SF,,-,S,A0058069584,,,73,,03 year(s) 07 month(s) 09 day(s),,,,,,,,,,,,,,,,,,,False,1209779403593763,False
432,1211894914794541,L1,Available,Foster Foster Home,,L1,,+,N,A0056408698,,,74,,05 year(s) 03 month(s) 19 day(s),,,,,,,,,,,,,,,,,,,False,1207884213404520,False
433,1211895046584590,L2,Available,Foster Foster Home,,L2 - OA/RG,,-,N,A0057165881,,,53,,03 year(s) 00 month(s) 12 day(s),,,,,,,,,,,,,,,,,,,False,1208645775840851,False
434,1206313229897285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1206313227995843,False
435,1206398747883088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1206386867201919,False
436,1211894914822495,L1,Available,Foster Foster Home,,L1,,-,S,A0059055438,,,40,,00 year(s) 10 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1210994059641122,False
437,1211894759631544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211894759549764,False
438,1211894758348707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211894716176411,False
439,1211894758176458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211894846400150,False
440,1211894758186156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211894848962048,False
441,1211894716273916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211894715900249,False
442,1211894758175888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211894848962112,False
443,1211894758196048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211894846575195,False
444,1211890534966357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211890534930392,False
445,1211894959336669,L1,Stray Wait,Foster Friendly Finder,,L1,,-,S,A0059758007,,,6,,10 year(s) 00 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1211890534398972,False
446,1211890400468213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211890534931898,False
