,gid,Animal ID,Level,Level Reason,Special Intake Information,HW,Sex,Microchip ID,Rabies Revaccination Date,Weight,Hold,Current Status,Age,Location,Short URL,Foster Start Reason,Leash Skills,Dog Interaction,Cat Interaction,Kid Interaction,Crate Trained,Potty Skills,Cuddle Meter,Energy/Activity Level,DOB,IntakeDate,Color & Breed,More about me,Play Style,Playgroup Notes,"""Dog Test"" Notes",Behavior Notes,Foster/Home Notes,completed,name
10,1209919103654771,A0058259012,L1,L1,,-,N,985113004671219.0,4/10/2026,86,,Available,06 year(s) 00 month(s) 02 day(s),Receiving 129 K7,https://bit.ly/Adopt_Barack,,Pulls some but manageable,Has enjoyed interacting with other dogs,Positive interaction,Positive history with kids,Has done well in a crate.,Has done well in a home. ,I'm affectionate with friends,2-Medium energy,,4/7/2025, White Argentine Dogo / Mix,Knows basic commands,1:1 Socialization,,"5/6/2025 barack displayed defensive behavior while in the catch pen before his assessment. hazelz approached and greeted him, and barack barked at her. he did the same when greeting the other dogs but once in the yard minded his own business. after some time he engaged with lebowski - unclear if he tipped or if lebowski offended him, but he was easily separated from lebowski and removed from the yard. prev owner states he is cat/dog friendly, will try reassessing with another dog. ",4/8/2025 easily handled while in intake and during exam ,"4/7/2025 Timestamp 2025-04-07 13:46:58 (Cat & dog friendly, potty & crate trained, kid friendly, trained to be protective)Your Name: Tonia CarterEmail: toniacarter@msn.comDog's name: BarackAnimal ID #: 58259012Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain. NoHow long have you had this dog? Since he was 3 monthsThis dog is a... Owner Surrender (This pet has never been to this shelter before)Where did you get this dog? Breeder/Pet StoreHow old is this dog? 6yrsHow old was this dog when you got them? 3 mosWhy do you need to surrender this dog? Have to move, sadlyPlease explain in your own words, why you need to surrender this dog today? Due to financial issues, we have to move by 4/4/2025 and are unable to take him with us.While in your care, did this dog live with children? YesIf this dog lived with or interacted with children, how old were the children? 12How would you describe this dog's behavior towards the children? Mostly FriendlyAre there any details about this dog interacting with children that you would like to share? Very careful while playfulIf this dog has had issues with children that include behavior such as growling, snapping, or showing teeth, please describe the circumstance, tell us how often and give as much detail as possible. NeverWhat other animals did this dog live with in your home? CatsIf other animals lived in the home, how well did this dog get along with them? The cat was here before the dog so the cat raised the dog. Brock was playful, but respectful.If this dog met or played with other dogs please describe their body language: ExcitedHas this dog ever fought with another dog? If yes, please describe the incident. NeverHas this dog ever injured another dog? If yes, please describe the incident. NeverHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? As a younger dog, he would chase squirrels. As an older dog, he barks at deer that are running. He has also barked at outside cats. His presence keeps everything away, I think.Has this dog ever killed a prey animal or pet? If yes, please describe the incident. When he was a puppy, I did find a dead, maybe mole or baby squirrel in our yard. It had one puncture wound in it. The trainer said it was likely rough play. Barack was maybe about four or five months at that time. Around that time, I also saw him chasing a lizard, but he didn’t catch it.Is there any other information you would like to share about this dog interacting with other animals? He loves to play with other dogs according to their size. Small dogs and puppies he’s very gentle with. Bigger dogs, he likes to roughhouse, if they allow it. Trainer says that’s normal. Adult aggressive dogs like pit bulls that are shorter than him, he still treats as a small dog, even if they’re being aggressive. He thinks they’re adorable. ?? My observation at dog parks. I’ve only seen his big dog energy once when a big dog approached me aggressively at a dog park. He was on a leash and I was nervous. The trainer took him off the leash and he and the dog ran off together, playing as if nothing happened. (My fault. lol)Where did this dog spend most of their time? BothDo you have a fenced yard? YesHow did you exercise this dog? Walks, dog park, yard playHow often did you exercise this dog? DailyWhat kind of collar did you use for this dog? Buckle collarHow was this dog on a leash? Some pulling, but manageable, Gets excited when they see other dogsHave you ever taken this dog to a training class? YesWhat commands does this dog know? Sit, down, wait, stay, place, come, load up, hit, watch, (and hand signals)Which behaviors does this dog need improvement on? He’s a big kid when he gets excited about something. And though he knows and hears commands, he may pretend not to hear and is willing to be in trouble with mom.When the dog played did they typically... JumpHow long each day was this dog left alone inside your home? At night he sleeps in the garage with our catWhen left inside your home alone, was this dog... He owned my 3-car garage. Crate is there, bed is there, but he was not confined)When this dog was left alone did they show any of the following behaviors? None of theseIs this dog crate trained? Yes, for 4 hours or less.How often did this dog have potty accidents in the house? Rarely, Urinates and defecatesHow often did this dog destroy things other than toys? RarelyIf this dog destroys things, is it only when left alone? YesWhat items did this dog destroy? A shoe, pool pole, any plastic water bottles he runs across (he definitely likes the crunch sound)What does this dog do when a stranger/visitor comes into the house? Runs up to them playfullyWhat does this dog do when a stranger tries to pet them? He loves it. This is a very affectionate breed.What does this dog do when you or someone else goes near the food bowl while they are eating? No problemWhat does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? He plays keep away. He thinks it’s a game. ????‍??What does this dog do when someone tells them to get off of furniture? Get off. He’s trained not to be on furniture.What is this dog's best quality? He’s very friendly, playful and loves affection.What is this dog's worst quality? Tears up dog beds. Vet said some dogs just like to be on the ground. But I have an oversize ottoman that he sleeps on now. Can’t treat that up.Check all that apply to this dog's personality: Friendly, Clingy, Goofy, Playful, AffectionateIn your own words, describe this dog's personality. He’s a good boy. Very sweet, playful and affectionate.What is this dog afraid of? How do they react? Thunder and lightning. He just wants to get inside. Oh, and he does not like to get in the pool. He turns into the heaviest statue imaginable so that you won’t be able to put him into the pool. ?? I put him in a shark fin life vest, and he was not having it.All dogs have sensitive places. Where is this dog sensitive about being touched? Describe their reaction. I haven’t experienced this.Have you seen them act aggressively toward anyone? YesHave you seen this dog snarl (show teeth) at someone? When? How often? Please explain. He has been trained for protection. He snarled at this one guy that was familiar with Barack. I didn’t like the fact that he was chummy with Barack because I really didn’t know him well and I live alone with my son. He dropped by during a training session. He wanted to rub Barack (his friend) and I said no. When he tried to pet Barack anyway, Barack growled at him. I was very proud of him for sensing my discomfort.Has this dog growled at you or someone else? When? How often? Please explain. My previous response is the only time he’s growled at a person. Never at me.Has this dog snapped at you or someone else? When? How often? Please explain. NeverHas this dog ever bitten or nipped anyone while living with you? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home. Barack is a strong breed dog. He likes to jump and play. When he’s excited, He plays rougher than he thinks he is. By that I mean, his jumps are very high, and he could very easily be in someone’s face in a small jump. But he does adjust to what you allow. I do not allow him to jump up towards me because he’s heavier than he looks. During walks, he’s very excited and can get into Pulling if you allow it. I often have to stop him and remind him that I’m on end of the leash. At his age, I definitely think it’s easier for a man to handle him. There’s no negative aggression from him. But he is a big goofy sometimes. He loves to go for rides and all you have to do is say load up and he’s in the car or truck immediately. I’d like to add that even though he is very friendly with our cat Louie, I can’t guarantee that he would be that way with other cats. Because he has barked at neighborhood cats before. At the dog park, he is in heaven. He loves to run and play with other dogs. And when I take him to hang out with other Dogo’s, they love to rough house and he can handle it. I’m sorry that we can’t keep him. I hope he gets a great family.Would you like to be notified if this animal is ever at risk for euthanasia? NoIf the animal is still here in 30 days, would you like us to check in with you? No

5/2/2025 BARACK – DFTD 4/30 How long have you had this dog? dog for a dayThis dog is a... Dog For The Day (I picked this pet up earlier today for an outing.)What activities did you do with this dog today? We stayed outside and went to a park, a public green space, and outdoors at a restaurant. Lots of walking and wanderingDid this dog have any interactions with the following? [Dogs ] No InteractionDid this dog have any interactions with the following? [Cats] No InteractionDid this dog have any interactions with the following? [Men ] Positive InteractionDid this dog have any interactions with the following? [Women ] Positive InteractionDid this dog have any interactions with the following? [Children ] No InteractionWhat was this dog's activity level? 2-Medium Energy (Alternates rest and play)How cuddly was this dog today? 4-Super snugglerHow did this dog do on a leash? Some pulling, but manageableDid this dog know any commands? Sit, Down, Stay, ComeWhat is this dog's best quality, in your opinion? He was very comfortable around people and very friendly. He listened to commands well.What is this dog's worst quality, in your opinion? He barked when he saw other dogs.Select any of these apply to the dog's personality: Friendly, Playful, Affectionate, GoofyDid this dog have an potty accidents? We were outside all day.Did you see this dog act aggressively toward anyone? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home. Very very very sweet dog, and very cuddly. Super friendly and wonderful. Very easy to manage even with his size.Would you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? Yes

5/25/2025 Timestamp 2025-05-25 11:48:43Dog's name: BarackAnimal ID #: A0058259012Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain. noHow long have you had this dog? one dayThis dog is a... Weekend Warrior (I have had this pet for less than 3 nights as a Weekend Warrior)Did this dog have any interactions with the following while with you? [Dogs ] Positive InteractionDid this dog have any interactions with the following while with you? [Cats] Negative InteractionDid this dog have any interactions with the following while with you? [Men ] Positive InteractionDid this dog have any interactions with the following while with you? [Women ] Positive InteractionDid this dog have any interactions with the following while with you? [Children ] Positive InteractionHow was this dog on a leash while with you? Some pulling, but manageableDoes this dog know any commands? Which ones? sitIn your opinion, what is this dog's best quality? He answers to his name really wellIn your opinion, what is this dog's worst quality? cats and some other dogsCheck all that apply to this dog's personality... Friendly, Clingy, Polite, Playful, AffectionateIn your own words, describe this dog's personality while out of the shelter. happy and curiousDid this dog have an potty accidents while in your care? No- Likely potty trained. No accidents!What was this dog's activity level on a scale from 1-4? 2-Medium Energy (Alternates rest and play)Which behaviors does this dog need improvement on, if any? Nothing! They are practically perfect in every way!How cuddly is this dog? 1- Let's get to know each other before cuddling, 2-I'm affectionate with friends, 4-Super snugglerWhen this dog played did they typically... JumpHow long was this dog left alone? The dog was not left aloneIf you left this dog alone, was it... not left aloneWhen this dog was left alone did they show any of the following behavior? not left aloneHave you seen them act aggressively toward anyone while they wee in your care? NoWould you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? No",True,Barack
11,1209966750345097,A0058286836,L1,L1,,-,N,941010003723796.0,4/15/2026,58,,Available,03 year(s) 01 month(s) 05 day(s),Dogs 601 9,https://bit.ly/AdoptCoolWhip,,Walks politely on leash,,,Positive history with kids,,Has done well in a home. ,Super cuddler,1 - Low energy,4/11/2022,4/10/2025," Grey / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,Inconclusive,,4/16/2025 very neutral body language at the gate and in the yard. very interested in nona (she may be coming out of heat?) but was easily deterred from trying to mount her.  marking as inconclusive until nx - can go to g/d after nx,4/11/2025 easily handled,"5/9/2025 Timestamp 2025-05-09 11:59:39Dog's name: cool whipAnimal ID #: 1Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain. noHow long have you had this dog? 3 daysThis dog is a... Adoption Return (This pet was adopted from this shelter.)What is the main reason you are bringing this dog back to the shelter? Family issuesPlease explain in your own words, why you need to return this dog today. mothers water got disconnectedWhile in your care, did this dog live with children? YesIf this dog lived with or interacted with children, how old were the children? 1How would you describe this dog's behavior towards the children? Mostly FriendlyAre there any details about this dog interacting with children that you would like to share? noIf this dog has had issues with children that include behavior such as growling, snapping, or showing teeth, please describe the circumstance, tell us how often and give as much detail as possible. noWhat other animals did this dog live with in your home? No other animalsIf other animals lived in the home, how well did this dog get along with them? noIf this dog met or played with other dogs please describe their body language: ExcitedHas this dog ever fought with another dog? If yes, please describe the incident. noHas this dog ever injured another dog? If yes, please describe the incident. noHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? naHas this dog ever killed a prey animal or pet? If yes, please describe the incident. naIs there any other information you would like to share about this dog interacting with other animals? naWhere did this dog spend most of their time? InsideDo you have a fenced yard? YesIf you do not have a fenced yard, do you: Walk the dog on a leashHow did you exercise this dog? naHow often did you exercise this dog? naWhat kind of collar did you use for this dog? naHow was this dog on a leash? naHave you ever taken this dog to a training class? NoWhat commands does this dog know? spanish commandsWhich behaviors does this dog need improvement on? naWhen the dog played did they typically... naHow long each day was this dog left alone inside your home? naWhen left inside your home alone, was this dog... Able to roam freeWhen this dog was left alone did they show any of the following behaviors? naIs this dog crate trained? We never made this dog stay in a crate.How often did this dog have potty accidents in the house? NeverHow often did this dog destroy things other than toys? NeverIf this dog destroys things, is it only when left alone? NoWhat items did this dog destroy? naWhat does this dog do when a stranger/visitor comes into the house? naWhat does this dog do when a stranger tries to pet them? naWhat does this dog do when you or someone else goes near the food bowl while they are eating? aWhat does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? naWhat does this dog do when someone tells them to get off of furniture? naWhat is this dog's best quality? loveWhat is this dog's worst quality? naCheck all that apply to this dog's personality: FriendlyIn your own words, describe this dog's personality. NaWhat is this dog afraid of? How do they react? naAll dogs have sensitive places. Where is this dog sensitive about being touched? Describe their reaction. naHave you seen them act aggressively toward anyone? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home. I want to get him Back July 4Would you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? Yes",True,Cool Whip
12,1209969594425636,A0058295705,L3,L3-SF/A,,-,F,941010002981245.0,4/30/2026,52,,Available,03 year(s) 00 month(s) 20 day(s),Dog Pre/Post Op 138 3,,,Walks politely on leash,Has enjoyed interacting with other dogs,,,,,,,4/12/2020,4/12/2025," White / Brown Terrier, Pit Bull / Mix",,Pending,,nan,"4/13/2025 frozen, have to carry everywherefrozen, shaking, didnt move at all

4/21/2025 Rosetta has been making slow progress while in intake, but it's still progress! This morning when I walked into intake, she was standing in her cage and wagged her tail for me. She still has to be carried everywhere, as she is too scared to walk. When she was placed in the play yard, she would follow me around wherever I walked (which has never happened before!). She is still incredibly nervous, and would definitely benefit from a foster home. Also did a brief impromptu dog test with her and Fire (both very nervous dogs). When Rosetta saw Fire, she started giving big tail wags and loosened up a lot. Would benefit from a dog friend!",,True,Rosetta
13,1209984687343403,A0058303525,L3,L3-OA/BR,,-,N,941010003760399.0,4/18/2026,40,,Available,04 year(s) 00 month(s) 24 day(s),Dogs 301 2,https://bit.ly/adopt-Rolo,,,,,,,,,,,4/14/2025," Brindle Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,Pending,,nan,"4/15/2025 easily handled in the kennel and during the intake exam. 

4/28/2025 A volunteer was putting Rolo's neighbor back into a kennel when she reported that Rolo was lunging at the gate of his own kennel and trying to bite the grates in reaction. Leveling up to L2-BR

5/1/2025 Staff reports Rolo bit him when re-kenneling. Did not break skin. Staff describes behavior as  have built up frustration. Will relocate to indoor outdoor when space permits.

5/3/2025 VOL W/U 5/2/2025 I leashed Rolo without issue, but as we started to head out for a walk, he jumped up and bit my hand for no apparent reason. We had not even made it past his row of kennels before this happened. Returned him to his kennel without going on a walk since this happened. He seems incredibly overstimulated in room 88.

5/3/2025 rob stated that when attempting to leash rolo, he snapped at his hand without warning, no contact made. ashley harris advised that a volunteer attempted to take rolo on a walk and when going to leash him he snapped at the volunteers hand - no skin brokentoday, a volunteer had rolo on a walk and when replacing him in his kennel, he bit her hand - no skin broken. has since been moved to an indoor/outdoor kennel. stephanie and myself went to go observe rolo and noted that he appeared calm, neutral, and interested in interacting - no barrier reactivity observed. as stephanie slid kibble under his door, rolo began darting his eyes back and forth between her hand and the kennel door. did not feel comfortable attempting to remove him from his kennel due to noted unpredictable behavior from previous interactions. adding as L3 and inputting behavior assessment request. 

5/6/2025 No BR or OA seen. Easily leashed and retrieved from his indoor kennel. Affectionate and treat motivated in the play yard. Takes treats gently and knows how to sit. No issues unleashing and re-kenneling in his outdoor kennel.  ",,True,Rolo
14,1210008878232865,A0058314303,L2,L2 - SF,,-,F,941010003774280,4/17/2026,30,,Available,02 year(s) 00 month(s) 07 day(s),Small Animals 7,,,,,,,,,,,4/16/2023,4/15/2025," Black Terrier, Pit Bull / Mix",,Pending,,nan,4/16/2025 easily handled in intake kennel.once in exam room she was trembling & frozen at times & showing signs of stress/fear but still easily handled during exam. ,,True,Sparkles McGee- ADOPTED
15,1210008877903053,A0058314336,L2,L2-OA,,-,M,941010003672603.0,4/23/2026,50,,Available,02 year(s) 00 month(s) 27 day(s),Dogs 064 A2,https://bit.ly/adopt-Spoon,,Walks politely on leash,,,,,,,,4/16/2023,4/15/2025," Tan Terrier, American Pit Bull / Mix",,Pending,,"5/14/2025 overstimulated, intolerant of lobo/overcorrected. was easy to remove, needs reassess","4/16/2025 Easily handled in intake but during exam was heavily panting, constantly jumping, screaming while whining, VERY stressed, no aggression shown.

4/20/2025 Volunteer Laura Hall had him out for photos. He was extremely vocal and anxious from the moment she took him out. Barked all the way through the lobby at nothing and continued until photos. Unsure if OA or more A behavior.",,True,Spoon-ADOPTED
16,1210009268509452,A0058316378,L1,L1,,-,M,941010002995372.0,4/22/2026,49,,Available,01 year(s) 00 month(s) 15 day(s),Dog Quarantine A6,,,,,,,,,,,,4/16/2025,"Spotted Grey / White Pointer, German Shorthaired / Mix",,Pending,,nan,4/17/2025 easily handled while in intake and during exam,,True,Reginald-ADOPTED
17,1210018850529678,A0058325241,L2,L2-SF,,-,S,941010003014617,4/22/2026,50,,Available,02 year(s) 00 month(s) 07 day(s),Dogs 079 A2,,,,,,,,,,,,4/17/2025," Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,Pending,,nan,"4/18/2025 trembling & avoids leash in intake kennel. needs encouragement to come out of kennel. showing signs of stress/fear, tense muscles, frozen at times, hiding, & running away from the leash. warmed up a little once in exam room but still nervous. muzzled for precaution during exam. no aggression shown",,True,Orthogonal-ADOPTED
18,1210029935301204,A0058337172,L1,L1,,-,S,941010003946027.0,4/24/2026,51,,Available,03 year(s) 01 month(s) 13 day(s),Dogs 081 A5,https://bit.ly/AdoptFlax,,,,,,,,,,,4/19/2025," Tan Mixed Breed, Large (over 44 lbs fully grown) / Mix",,Pending,,nan,4/20/2025 easily handled in the kennel and during the intake exam. ,,True,FLAX
19,1210029783011308,A0058338511,L1,L1,,-,F,941010002995342,4/23/2026,82,,Available,07 year(s) 00 month(s) 06 day(s),Puppy 48 2,,,,,,,,,,,4/19/2018,4/19/2025, White / Black Akita / Mix,,Pending,,nan,4/20/2025 easily handled in the kennel and during the intake exam. ,,True,Delayne
20,1209287702566373,A0057753548,L1,L1,,-,S,941010002254418,2/17/2026,59,,Microchip,02 year(s) 02 month(s) 27 day(s),Receiving 130 2,https://bit.ly/Adopt-sugar,,,Has enjoyed interacting with other dogs,,,,,,,1/30/2023,1/30/2025," Grey / White Terrier, Pit Bull / Mix",,B-Tolerant,"2/20/2025 Sugar was tested with Lauren and Ralph. Ralph was held back at first so Lauren could greet her. She was steerable in the gate but timid, tucked tail, pinned back ears. She came in and did play bows but is easily overwhelmed, would do well in a small controlled GD yard.   ",,1/31/2025 easily handledVERY wiggly,,True,Sugar- ADOPTED
21,1210041042838794,A0058344252,L1,L1,,+,M,941010003002880.0,4/23/2026,50,,Available,03 year(s) 00 month(s) 07 day(s),Dogs 067 C1,,,,,,,,,,,,4/21/2025, Black / Brown Bully American  - Standard / Mix,,Pending,,nan,4/22/2025 easily handled,,True,Overton- ADOPTED
22,1210064010195838,A0058359322,L1,L1,,-,F,941010003636764.0,4/25/2026,31,,Available,02 year(s) 00 month(s) 18 day(s),Dogs 066 B2,,,,,,,,,,,,4/23/2025,"Spotted White / Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,Pending,,nan,4/24/2025 easily handled while in intake and during exam,,True,Freckles-ADOPTED
23,1210077674491315,A0058366755,L1,L1,,-,S,941010003741163.0,4/30/2026,67,,Available,03 year(s) 00 month(s) 16 day(s),Dogs 403 A2,https://bit.ly/AdoptLaRambla,,,,,,,,,,,4/24/2025," Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix",,Pending,,nan,4/25/2025 easily handled while in intake very vocal but friendly during exam,,True,La Rambla
